real_article_pol,fake_article_pol,ai_article_pol,real_sv,fake_sv,ai_sv,real_no_affect_word,fake_no_affect_word,ai_no_affect_word,real_article_sub,fake_article_sub,ai_article_sub
0.09236111111111112,-0.0021226293547722134,0.059663895132645126,0.14534475033731795,0.23118148364795876,0.16580505864553804,2,32,19,0.3736111111111111,0.41002435064935067,0.36037257881007884
0.051049382716049384,0.04135586635586636,0.11456018518518517,0.18200718820962983,0.11464501648270177,0.19246501343764894,13,10,27,0.28751543209876546,0.2561965811965812,0.44803556397306393
0.14858024691358024,0.052504960317460325,0.09928910533910534,0.16445072375213254,0.16452824747350495,0.14116207020695062,20,14,19,0.328641975308642,0.3146081349206349,0.338758658008658
0.08096861471861472,0.027107683982683983,0.07380839646464647,0.1991132899661558,0.10786168934569804,0.1444710563304254,22,26,29,0.3248548731361231,0.20633513708513712,0.4764099326599327
0.055777855081426506,0.0030248917748917767,0.08942267917267918,0.2680769901643861,0.16903788881417525,0.2285440900919378,35,25,24,0.36094725314368176,0.27691332972582977,0.3572803862803863
0.013638331365604094,0.03551587301587302,0.11163194444444445,0.10186595516428283,0.16080080852165227,0.1816777857995007,19,16,20,0.31728584546766364,0.30362934580039846,0.42725694444444445
0.0780821608946609,0.01458297804888714,0.04832894158981116,0.20426135967471584,0.22347651737824245,0.089052512787254,28,42,17,0.3473678751803752,0.41468155581791943,0.374891618043792
-0.03,0.0369756838905775,0.11416078777189889,0.06,0.13907445217986023,0.15776119351906376,1,28,57,0.08,0.3183181357649443,0.3674345972957084
0.09494107744107744,0.09463219148001759,0.036305260396169485,0.1759848490887736,0.1560769383037675,0.10588960520690945,21,31,28,0.35727529928918816,0.30427920509442247,0.3938473206086842
0.00032104276895943373,0.010232473544973546,0.02722322430655764,0.21043351166496058,0.1311728260201759,0.12249837858249742,39,36,19,0.33137511022927685,0.24454232804232806,0.3897160092993427
0.041666666666666664,0.07163753799392099,0.0758800505050505,0.05892556509887897,0.1735470333743953,0.12420083511723867,8,34,16,0.5099537037037037,0.2737947483958122,0.3718627344877345
0.10565007215007215,0.06004446941946943,0.15712861372344133,0.12238026587291942,0.20873567761659073,0.25839635693259944,14,42,25,0.41823160173160173,0.29424672549672554,0.44998127830024387
0.022110911749069647,0.16227382956549624,0.03852837902837903,0.18362467294144963,0.24920934946885412,0.17778694157909408,28,27,45,0.34691154970760235,0.36177439073272405,0.28422246272246277
0.04202510452510452,0.06987229893875463,0.07656655844155844,0.2288311952201132,0.17514778963184496,0.11387068923522065,37,54,18,0.34136437636437644,0.3325482598742093,0.3930988455988456
-0.04062499999999998,0.02290313852813853,0.10947703222703223,0.19432877263802184,0.12037559198065176,0.2176859472536023,4,55,37,0.26145833333333335,0.32321225649350643,0.4584285113035113
0.022055682638069004,0.07628990800865801,0.12614015151515154,0.1152269464549594,0.19703491725117794,0.18604482625183782,20,29,27,0.27592093827889275,0.28351844336219334,0.4992680976430977
0.06670592479416008,0.015751596654374436,0.08544143356643358,0.18298784646166907,0.15939036991198108,0.17703533371579672,54,22,29,0.4716536008342731,0.3075127932766822,0.3572887529137529
0.09270707070707071,0.05453970574584611,0.10731797138047137,0.10630689585591212,0.16043414487511168,0.17263888888568246,12,45,27,0.24522330447330448,0.33647924119415346,0.43998241341991345
0.04755291005291006,0.027642276422764227,0.15061649659863946,0.05200099521683536,0.27252906739409627,0.23716007260505279,7,36,27,0.34781746031746036,0.41371918957284814,0.4446003401360545
0.10555396825396826,0.05389562460624104,0.1060343696707333,0.21024348992101946,0.14954223740200517,0.15804655927414482,17,59,28,0.3829142857142857,0.2933124919854372,0.3295730574139665
0.15762415824915824,0.03636579009713339,0.16635714285714287,0.2158066891613181,0.16767921346682702,0.19456044547598714,27,32,21,0.36260416666666667,0.29579039327173656,0.4437619047619048
0.0744555181105814,0.10441468253968254,0.08173991467469728,0.19132718203652202,0.1682693734875315,0.1579492206289811,73,8,15,0.3237057053354522,0.23569520757020754,0.44407726331639374
