real_word_len_list,fake_word_len_list,ai_word_len_list,real_sentence_len_list,fake_sentence_len_list,ai_sentence_len_list,real_article_len_list,fake_article_len_list,ai_article_len_list,real_no_verifiable_facts,fake_no_verifiable_facts,ai_no_verifiable_facts
,1,,,,,,,,,,
,10,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,1,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,5,,,,,,,,,,
,1,,,,,,,,,,
,1,,,,,,,,,,
,9,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,9,,,,,,,,,,
,6,,,,,,,,,,
,1,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,5,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,3,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,11,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,4,,,,,,,,,,
,1,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,1,,,,,,,,,,
,5,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,10,,,,,,,,,,
,9,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,6,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,6,,,,,,,,,,
,5,,,,,,,,,,
,3,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,7,,,,,,,,,,
,1,,,,,,,,,,
,10,,,,,,,,,,
,3,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,1,,,,,,,,,,
,8,,,,,,,,,,
,8,,,,,,,,,,
,12,,,,,,,,,,
,1,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,8,,,,,,,,,,
,1,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,8,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,1,,,,,,,,,,
,7,,,,,,,,,,
,6,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,7,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,10,,,,,,,,,,
,1,,,,,,,,,,
,1,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,1,,,,,,,,,,
,1,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,9,,,,,,,,,,
,7,,,,,,,,,,
,4,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,7,,,,,,,,,,
,4,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,1,,,,,,,,,,
,3,,,,,,,,,,
,1,,,,,,,,,,
,1,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,10,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,8,,,,,,,,,,
,7,,,,,,,,,,
,7,,,,,,,,,,
,1,,,,,,,,,,
,8,,,,,,,,,,
,8,,,,,,,,,,
,14,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,14,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,3,,,,,,,,,,
,12,,,,,,,,,,
,8,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,7,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,12,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,9,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,11,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,10,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,6,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,1,,,,,,,,,,
,1,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,1,,,,,,,,,,
,1,,,,,,,,,,
,1,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,13,,,,,,,,,,
,14,,,,,,,,,,
,8,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,12,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,6,,,,,,,,,,
,8,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,4,,,,,,,,,,
,13,,,,,,,,,,
,7,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,1,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,12,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,11,,,,,,,,,,
,8,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,11,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,11,,,,,,,,,,
,5,,,,,,,,,,
,8,,,,,,,,,,
,4,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,6,,,,,,,,,,
,8,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,6,,,,,,,,,,
,10,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,10,,,,,,,,,,
,7,,,,,,,,,,
,7,,,,,,,,,,
,4,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,6,,,,,,,,,,
,11,,,,,,,,,,
,10,,,,,,,,,,
,5,,,,,,,,,,
,3,,,,,,,,,,
,13,,,,,,,,,,
,10,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,12,,,,,,,,,,
,14,,,,,,,,,,
,5,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,10,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,9,,,,,,,,,,
,6,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,9,,,,,,,,,,
,6,,,,,,,,,,
,1,,,,,,,,,,
,4,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,9,,,,,,,,,,
,5,,,,,,,,,,
,8,,,,,,,,,,
,10,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,11,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,8,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,11,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,11,,,,,,,,,,
,10,,,,,,,,,,
,5,,,,,,,,,,
,5,,,,,,,,,,
,8,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,8,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,8,,,,,,,,,,
,7,,,,,,,,,,
,5,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,6,,,,,,,,,,
,11,,,,,,,,,,
,10,,,,,,,,,,
,9,,,,,,,,,,
,1,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,10,,,,,,,,,,
,14,,,,,,,,,,
,12,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,6,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,9,,,,,,,,,,
,9,,,,,,,,,,
,7,,,,,,,,,,
,6,,,,,,,,,,
,8,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,14,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,7,,,,,,,,,,
,7,,,,,,,,,,
,11,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,11,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,11,,,,,,,,,,
,10,,,,,,,,,,
,9,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,6,,,,,,,,,,
,11,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,1,,,,,,,,,,
,6,,,,,,,,,,
,8,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,1,,,,,,,,,,
,7,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,10,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,8,,,,,,,,,,
,9,,,,,,,,,,
,5,,,,,,,,,,
,7,,,,,,,,,,
,7,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,7,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,9,,,,,,,,,,
,6,,,,,,,,,,
,9,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,9,,,,,,,,,,
,12,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,9,,,,,,,,,,
,10,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,7,,,,,,,,,,
,7,,,,,,,,,,
,11,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,8,,,,,,,,,,
,6,,,,,,,,,,
,6,,,,,,,,,,
,1,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,5,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,6,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,7,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,1,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,7,,,,,,,,,,
,10,,,,,,,,,,
,7,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,12,,,,,,,,,,
,1,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,13,,,,,,,,,,
,1,,,,,,,,,,
,7,,,,,,,,,,
,7,,,,,,,,,,
,10,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,10,,,,,,,,,,
,7,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,13,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,8,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,5,,,,,,,,,,
,6,,,,,,,,,,
,7,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,7,,,,,,,,,,
,6,,,,,,,,,,
,1,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,1,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,1,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,6,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,10,,,,,,,,,,
,12,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,11,,,,,,,,,,
,7,,,,,,,,,,
,13,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,11,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,1,,,,,,,,,,
,10,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,5,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,5,,,,,,,,,,
,6,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,2,,,,,,,,,,
,7,,,,,,,,,,
,5,,,,,,,,,,
,9,,,,,,,,,,
,8,,,,,,,,,,
,3,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,5,,,,,,,,,,
,7,,,,,,,,,,
,9,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,9,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,1,,,,,,,,,,
,5,,,,,,,,,,
,10,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,9,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,8,,,,,,,,,,
,14,,,,,,,,,,
,8,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,10,,,,,,,,,,
,4,,,,,,,,,,
,4,,,,,,,,,,
,1,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,2,,,,,,,,,,
,9,,,,,,,,,,
,1,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,1,,,,,,,,,,
,8,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,10,,,,,,,,,,
,5,,,,,,,,,,
,6,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,5,,,,,,,,,,
,7,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,6,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,8,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,5,,,,,,,,,,
,3,,,,,,,,,,
,1,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,5,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,14,,,,,,,,,,
,8,,,,,,,,,,
,3,,,,,,,,,,
,7,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,2,,,,,,,,,,
,12,,,,,,,,,,
,3,,,,,,,,,,
,6,,,,,,,,,,
,12,,,,,,,,,,
,3,,,,,,,,,,
,3,,,,,,,,,,
,9,,,,,,,,,,
,8,,,,,,,,,,
,5,,,,,,,,,,
,3,,,,,,,,,,
,4,,,,,,,,,,
,10,,,,,,,,,,
,7,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,4,,,,,,,,,,
,7,,,,,,,,,,
,4,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,7,,,,,,,,,,
,2,,,,,,,,,,
,6,,,,,,,,,,
,2,,,,,,,,,,
,3,,,,,,,,,,
,11,,,,,,,,,,
,7,,,,,,,,,,
,8,,,,,,,,,,
,6,,,,,,,,,,
,3,,,,,,,,,,
,11,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
,2,,,,,,,,,,
